Date,Customer_ID,Customer_Name,Phone,Vehicle_Type,Plate_Number,Service_Type,Complaint,Parts_Replaced,Mechanic_Name,Service_Cost,Payment_Mode,Return_Visit,Rating,Service_Time_Hours,Remarks,Status,Workshop_Location,Referral_Source,Wait_Time_Mins,Spare_Parts_Availability,Parts_Source,Service_Priority,Customer_Type,Fleet_Name,Mechanic_Skill_Level,Parts_Cost,Labour_Cost,Fuel_TopUp?,Discount_Given,Promo_Code_Used,Follow_Up_Date,Has_Insurance_Cover,Mechanic_Notes,Customer_Notes,Request_For_Pickup,Home_Service,Towing_Required,Service_Package,Whatsapp_Followup
05-17-2025,CUS817,Ngozi Nwachukwu,08061377017,Toyota Corolla,ABJ971EF,Engine Repair,brake faliure,"Oil filter, Brake pads",Isaac Bobo,96565,CASH,No,4.0,4.0,Changed all filters,Completed,Main Bay,whatsapp,45,availaible,Direct from Benz,Normal,Uber Driver,Logistics Co,,40000,40000,Yes,5k,LOYALTY10,2025-12-28,no,Needs tire alignment,,N,No,,Gold Maintenance Plan,No
2025-04-01,CUS818,Tunde Bayo,08088662295,Toyota Corolla,ABJ675EF,Oil Change,Enjin Knockin,Air filter,Uche,92283,Cash,Yes,2.0,4.7,Changed all filters,Pending,VIP section,Instagram,,Ordered,ladipo mkt,Emergncy,first timer,,,twenty thousand,,no,,N/A,2025-06-25,No,,Always late,Y,,Yes,,Yes
14/03/2025,CUS819,John Doe,08051336223,Lexus RX 350,LAG791EF,Engine Repair,brake faliure,Battery,Uche,44012,POS,No,4.0,1.6,,In progress,VIP Section,Word of Mouth,60,Unavailable,Benz supply,Normal,Returning,Logistics Co,Senior ,25000,35000,No,10000,N/A,03/11/2025,no,,,No,no,,gold,
2025-04-16,CUS820,John Doe,08065245223,Mercedes-Benz GLE,LAG500EF,Engine Repair,Suspensn Noise,Air filter,Tijani,22462,Cash,Yes,4.0,2.0,Recommended further checks,Pending,Under tree,Mechanik Referal,15,orderd,Direct from Benz,Booking,first timer,Bolt Driver,speciallist,twenty thousand,30k,No,5k,Promo10,01/12/2025,,,,,,Towing needed,one time,yes
2025-02-25,CUS821,Tunde Bayo,08021928391,Mercedes-Benz GLE,LAG508EF,Brake Service,brake failur,None,Isaac Bobo,81532,pos,No,2.0,2.6,Customer waited,In progress,Main Bay,Mechanik Referal,60,Available,ladipo mkt,Emergency,Uber Driver,,Senior,,40000,YES,5000,,,no,,Always late,Y,YES,,one time,No
06-07-2025,CUS822,John Doe,08024666517,Mercedes-Benz C300,ABJ374EF,Battery Replacement,brake failur,Shock absorbers,Tijani,114750,Cash,Yes,2.0,2.2,Customer waited,In progress,main bay,Mechanik Referal,,availaible,Direct from Benz,Emergency,Uber Driver,Private,Senior ,40000,,No,5k,NONE,2025-08-20,No,Shock absorber weakening,,,YES,,gold,
05-22-2025,CUS823,Ngozi Nwachukwu,08095386667,Honda Accord,KAN324EF,Brake Service,Oill Change,Air filter,Tijani,20969,pos,Yes,2.0,3.7,Customer waited,Completed,Under tree,Road Sign,60,Ordered,Ladipo Market,Booking,First Time,,speciallist,twenty thousand,40000,,10000,,17/10/2025,No,,Always late,No,YES,,Gold Maintenance Plan,No
2025-01-30,CUS824,John Doe,08086854640,Toyota Corolla,KAN938CD,Brake Service,Engin Knok,None,Uche,40829,POS,Yes,5.0,3.5,Changed all filters,Completed,VIP Section,Road Sign,30,Available,Customer Brought,Emergncy,Uber Driver,Bolt Driver,Senior,25000,35000,YES,5000,,2025-08-20,,Shock absorber weakening,Prefers morning,Yes,Yes,No,,yes
03/02/2025,CUS825,Emeka Okafor,08056223620,Honda Accord,LAG558EF,Battery Replacement,engine knoking,None,,58414,Transfer,Yes,2.0,2.4,Recommended further checks,Pending,VIP section,Instagram,15,Unavailable,Benz supply,Emergency,Fleet Owner,Logistics Co,Specialist,15000,35000,,,N/A,2025-08-29,No,Needs tire alignment,Always late,Y,,,One-time,
2025-03-31,CUS826,Ngozi Nwachukwu,08029154679,Mercedes-Benz C300,ABJ686CD,Suspension Work,engine knoking,Timing belt,Tijani,99698,Cash,No,5.0,5.7,Urgent service,In progress,VIP Section,whatsapp,30,availaible,Direct from Benz,Normal,Returning,Private,,15000,30k,,5000,NONE,2025-11-08,,Shock absorber weakening,,Yes,Yes,,gold,
02/06/2025,CUS827,Tunde Bayo,08046107432,Mercedes-Benz C300,KAN311GH,Oil Change,brake failur,"Oil filter, Brake pads",Musa,101988,CASH,Yes,5.0,1.2,,In progress,Main Bay,Mechanic Referral,60,orderd,Direct from Benz,Normal,First Time,,speciallist,30000,35000,no,5000,LOYALTY10,15/12/2025,Yes,,,N,No,No,gold,followed up
01-08-2025,CUS828,Emeka Okafor,08038122043,Mercedes-Benz C300,ABJ728GH,Brake Service,oilchng,None,Musa,108425,POS,No,4.0,1.8,,Pending,VIP section,Mechanic Referral,15,orderd,Benz supply,Emergency,Fleet Owner,Logistics Co,speciallist,25000,,,0,N/A,2025-10-07,Yes,,Always late,Yes,no,Yes,,followed up
02-02-2025,CUS829,Ngozi Nwachukwu,08063414658,Mercedes-Benz C300,LAG232GH,Battery Replacement,Suspenshun Noise,None,,90636,POS,Yes,,2.1,,Pending,VIP section,Mechanik Referal,15,availaible,Ladipo Market,Booking,Returning,Logistics Co,Apprentice,15000,35000,No,10000,N/A,,,,,,,No,gold,followed up
2025-02-06,CUS830,Aisha Bello,08051352528,Honda Accord,KAN120GH,Engine Repair,Engin Knok,Air filter,Isaac Bobo,84915,pos,No,2.0,5.8,,Completed,VIP Section,Instagram,15,Available,Direct from Benz,Booking,First Time,,Senior ,,,no,10000,Promo10,,No,Shock absorber weakening,,N,Yes,Yes,one time,No
03/02/2025,CUS831,John Doe,08010861718,Toyota Corolla,ABJ921EF,Battery Replacement,Enjin Knockin,Shock absorbers,Tijani,77234,POS,No,2.0,3.1,Customer waited,In progress,Main Bay,Mechanic Referral,45,Unavailable,ladipo mkt,Booking,first timer,Bolt Driver,Senior ,15000,,No,,Promo10,,No,,Always late,No,YES,,Gold Maintenance Plan,
20/01/2025,CUS832,John Doe,08032602089,Mercedes-Benz C300,ABJ899GH,Engine Repair,brake failur,Battery,Musa,88049,Cash,Yes,4.0,2.4,Recommended further checks,Pending,,Mechanic Referral,15,orderd,Ladipo Market,Normal,Returning,,Senior ,25000,35000,,5k,N/A,10/12/2025,Yes,Shock absorber weakening,no complain,Y,,,one time,No
2025-04-21,CUS833,Ngozi Nwachukwu,08075997979,Honda Accord,LAG461GH,Brake Service,Suspensn Noise,Timing belt,Musa,76120,CASH,No,4.0,1.9,,Pending,VIP Section,Word of Mouth,60,Ordered,ladipo mkt,Emergency,Uber Driver,,Specialist,25000,35000,,,NONE,03/09/2025,YES,Needs tire alignment,Prefers morning,Yes,,No,one time,Yes
2025-01-09,CUS834,Emeka Okafor,08010211873,Lexus RX 350,ABJ770CD,Engine Repair,Suspensn Noise,"Oil filter, Brake pads",Uche,112241,CASH,No,,4.6,Recommended further checks,In progress,Under tree,Mechanik Referal,45,availaible,Customer Brought,Emergency,Returning,Govt Convoy,Apprentice,,20000,No,5000,NONE,2025-08-23,Yes,,,No,no,No,one time,No
2025-05-01,CUS835,Aisha Bello,08023001760,Mercedes-Benz GLE,KAN315EF,Engine Repair,oilchng,Shock absorbers,Isaac Bobo,86639,CASH,No,1.0,1.0,Recommended further checks,Pending,,whatsapp,45mins,orderd,Benz supply,Booking,Fleet Owner,Govt Convoy,Senior,15000,35000,,0,,2025-12-24,Yes,,,No,no,,Gold Maintenance Plan,No
2025-01-17,CUS836,Ngozi Nwachukwu,08019373966,Mercedes-Benz C300,KAN303CD,Suspension Work,suspension noiz,Timing belt,Isaac Bobo,68796,POS,Yes,5.0,1.3,Recommended further checks,Pending,Under tree,Road Sign,45,orderd,Direct from Benz,Normal,Returning,,Senior,15000,35000,Yes,5k,N/A,27/11/2025,No,Needs tire alignment,,Y,No,Yes,one time,No
02-22-2025,CUS837,John Doe,08066081482,Mercedes-Benz GLE,KAN505GH,Engine Repair,Suspenshun Noise,"Oil filter, Brake pads",,29215,transfer,No,3.0,1.8,Recommended further checks,Completed,,Road Sign,30,Unavailable,Customer Brought,Emergency,Uber Driver,Private,Senior,twenty thousand,40000,No,5k,LOYALTY10,2025-10-10,Yes,,Always late,No,Yes,,one time,Yes
2025-02-21,CUS838,Aisha Bello,08080459205,Mercedes-Benz C300,ABJ397CD,Engine Repair,Suspenshun Noise,Timing belt,Uche,24674,Cash,No,,4.7,Customer waited,Completed,main bay,Mechanic Referral,45,Ordered,Ladipo Market,Normal,First Time,Private,speciallist,25000,30000,,5k,NONE,2025-10-02,No,,Always late,No,,Yes,One-time,No
03-13-2025,CUS839,John Doe,08065947629,Mercedes-Benz GLE,LAG439EF,Battery Replacement,brake failur,Battery,Tijani,20944,transfer,No,1.0,3.5,Recommended further checks,Completed,,Mechanic Referral,15,Ordered,Ladipo Market,Emergency,Returning,Govt Convoy,,25000,40000,YES,0,Promo10,,YES,Shock absorber weakening,,Y,No,,,No
02-11-2025,CUS840,Emeka Okafor,08097848347,Lexus RX 350,ABJ666GH,Engine Repair,Oil chang,"Oil filter, Brake pads",Isaac Bobo,68255,transfer,Yes,,5.7,Urgent service,Completed,VIP Section,Mechanik Referal,60,Available,Customer Brought,Booking,Returning,Logistics Co,Apprentice,twenty thousand,40000,,10000,,,Yes,,,No,,,one time,yes
05-10-2025,CUS841,Emeka Okafor,08048700374,Lexus RX 350,ABJ113CD,Brake Service,suspension noiz,Battery,Uche,12937,Transfer,No,5.0,1.7,Recommended further checks,Pending,,Road Sign,45,Ordered,Ladipo Market,Booking,First Time,,,25000,30k,,,LOYALTY10,,no,Needs tire alignment,no complain,N,No,No,One-time,No
2025-01-18,CUS842,Aisha Bello,08067841075,Mercedes-Benz GLE,ABJ873GH,Battery Replacement,Oill Change,Air filter,Isaac Bobo,105807,CASH,No,4.0,1.1,,Completed,Under tree,Word of Mouth,30,Available,ladipo mkt,Emergency,Uber Driver,Govt Convoy,speciallist,40000,30000,YES,10000,,09/08/2025,No,Needs tire alignment,Always late,N,no,,gold,followed up
25/02/2025,CUS843,John Doe,08032902142,Toyota Corolla,ABJ613EF,Suspension Work,brake failur,Air filter,Isaac Bobo,119612,POS,No,2.0,5.5,Urgent service,Pending,Main Bay,Instagram,60,orderd,Direct from Benz,Emergncy,first timer,Bolt Driver,,,,,5000,,2025-10-14,no,Needs tire alignment,,Y,No,Yes,gold,Yes
01-02-2025,CUS844,Tunde Bayo,08033676181,Toyota Corolla,LAG143CD,Battery Replacement,Brake Falure,Battery,Uche,80451,CASH,Yes,4.0,1.0,Recommended further checks,Pending,main bay,whatsapp,15,Ordered,Benz supply,Emergncy,First Time,,Senior,,40000,No,0,Promo10,,,Shock absorber weakening,Prefers morning,N,,Towing needed,Gold Maintenance Plan,Yes
05-10-2025,CUS845,Emeka Okafor,08060284858,Mercedes-Benz GLE,LAG408CD,Suspension Work,brake faliure,Shock absorbers,Tijani,76014,pos,Yes,4.0,2.0,Changed all filters,Pending,VIP Section,Word of Mouth,45mins,orderd,Ladipo Market,normal,first timer,Bolt Driver,,40000,40000,No,5000,N/A,13/07/2025,Yes,Shock absorber weakening,Prefers morning,N,no,Yes,,
2025-05-02,CUS846,Aisha Bello,08035018189,Lexus RX 350,ABJ746GH,Brake Service,Suspenshun Noise,Shock absorbers,Musa,92045,Transfer,Yes,1.0,2.1,,In progress,Under tree,Word of Mouth,45,orderd,Ladipo Market,Emergency,first timer,Private,Senior,30000,20000,Yes,5000,,22/08/2025,Yes,,Prefers morning,N,YES,,,No
28/01/2025,CUS847,Aisha Bello,08028029744,Mercedes-Benz C300,ABJ134EF,Engine Repair,Brake Falure,Shock absorbers,Musa,87024,Cash,No,2.0,1.3,Changed all filters,In progress,,Mechanic Referral,45,Unavailable,Benz supply,Emergency,Uber Driver,,Specialist,25000,30k,no,10000,Promo10,,,Shock absorber weakening,,N,No,No,Gold Maintenance Plan,Yes
02-24-2025,CUS848,Ngozi Nwachukwu,08036577865,Lexus RX 350,KAN226EF,Brake Service,suspension noiz,Battery,,47980,Cash,Yes,4.0,1.1,Customer waited,In progress,,Road Sign,,Ordered,ladipo mkt,Emergency,Fleet Owner,Govt Convoy,Senior,,20000,Yes,10000,Promo10,22/07/2025,,,,No,YES,Yes,one time,
15/04/2025,CUS849,Emeka Okafor,08075293067,Mercedes-Benz GLE,KAN510CD,Suspension Work,Oill Change,Shock absorbers,,96702,pos,No,5.0,3.6,,Pending,main bay,Word of Mouth,60,availaible,Direct from Benz,normal,Fleet Owner,Bolt Driver,speciallist,15000,35000,No,5000,Promo10,,Yes,,,Y,No,,Gold Maintenance Plan,followed up
01-29-2025,CUS850,John Doe,08034425523,Mercedes-Benz C300,KAN997EF,Brake Service,Suspenshun Noise,None,Isaac Bobo,76613,transfer,No,3.0,2.2,,Pending,main bay,Word of Mouth,,Ordered,Direct from Benz,Emergncy,first timer,Private,Senior,30000,,No,10000,,23/08/2025,YES,,no complain,No,no,,Gold Maintenance Plan,
04-03-2025,CUS851,Emeka Okafor,08077459675,Mercedes-Benz GLE,ABJ178CD,Brake Service,brake faliure,"Oil filter, Brake pads",,14002,transfer,Yes,1.0,2.5,Recommended further checks,In progress,VIP Section,Road Sign,,Unavailable,Benz supply,Booking,First Time,Private,,30000,35000,Yes,,LOYALTY10,2025-06-15,Yes,,,N,no,Towing needed,one time,
2025-03-15,CUS852,Ngozi Nwachukwu,08024795927,Mercedes-Benz C300,KAN839GH,Engine Repair,Oil chang,Shock absorbers,,116865,pos,Yes,1.0,4.6,Changed all filters,Completed,VIP section,Mechanik Referal,45,orderd,Direct from Benz,normal,Returning,,Senior ,twenty thousand,35000,,10000,LOYALTY10,,No,,no complain,Y,Yes,Towing needed,Gold Maintenance Plan,No
07/05/2025,CUS853,Tunde Bayo,08070486666,Toyota Corolla,KAN525CD,Brake Service,,Timing belt,Musa,117524,Transfer,No,1.0,3.0,Recommended further checks,Completed,Main Bay,Instagram,45mins,availaible,Customer Brought,normal,first timer,Private,Senior ,twenty thousand,20000,,,,22/09/2025,YES,,,,no,,One-time,Yes
06-03-2025,CUS854,Aisha Bello,08086113817,Toyota Corolla,ABJ860GH,Brake Service,Suspensn Noise,Shock absorbers,,19254,POS,No,2.0,2.2,Customer waited,Pending,main bay,Instagram,45mins,Unavailable,ladipo mkt,Booking,Returning,Logistics Co,Apprentice,30000,,no,,NONE,23/10/2025,Yes,Shock absorber weakening,,N,YES,,gold,Yes
02-27-2025,CUS855,John Doe,08038531115,Mercedes-Benz C300,KAN255CD,Brake Service,Engin Knok,Air filter,Isaac Bobo,81646,Cash,No,2.0,1.6,Customer waited,In progress,main bay,Instagram,30,Unavailable,Ladipo Market,Booking,Returning,Private,Senior,,30000,,0,NONE,,no,Needs tire alignment,no complain,Y,Yes,,,No
2025-04-15,CUS856,Aisha Bello,08034915916,Honda Accord,KAN702EF,Brake Service,Suspenshun Noise,Air filter,,62297,pos,No,,1.0,Changed all filters,Pending,main bay,Word of Mouth,60,availaible,Benz supply,Booking,Fleet Owner,,Senior ,40000,,YES,0,,,YES,,Always late,Yes,YES,No,gold,Yes
2025-01-18,CUS857,Ngozi Nwachukwu,08036969824,Toyota Corolla,ABJ951GH,Suspension Work,Suspenshun Noise,"Oil filter, Brake pads",Tijani,44083,transfer,Yes,5.0,3.6,Recommended further checks,In progress,Main Bay,Road Sign,15,Ordered,Direct from Benz,Emergncy,first timer,Govt Convoy,speciallist,twenty thousand,35000,no,,NONE,2025-11-12,Yes,Shock absorber weakening,no complain,No,no,,One-time,No
06/05/2025,CUS858,John Doe,08017916438,Mercedes-Benz C300,LAG903EF,Brake Service,Brake Falure,"Oil filter, Brake pads",Musa,49860,pos,Yes,2.0,3.9,,Pending,VIP Section,Mechanic Referral,30,orderd,Ladipo Market,Emergncy,Returning,Logistics Co,Senior,twenty thousand,30000,no,10000,NONE,2025-12-30,Yes,,no complain,Yes,YES,Yes,gold,
2025-04-23,CUS859,Emeka Okafor,08034525524,Toyota Corolla,LAG624GH,Suspension Work,brake failur,None,Isaac Bobo,80137,CASH,No,2.0,4.9,Changed all filters,In progress,VIP section,Word of Mouth,15,Ordered,Ladipo Market,Emergncy,first timer,Govt Convoy,Senior ,,40000,Yes,5k,NONE,2025-12-03,no,,Prefers morning,Yes,YES,No,,yes
04-13-2025,CUS860,Tunde Bayo,08035754346,Mercedes-Benz C300,ABJ409EF,Battery Replacement,brake faliure,"Oil filter, Brake pads",Uche,28119,Transfer,Yes,2.0,6.0,Urgent service,Completed,Under tree,Mechanic Referral,45mins,Unavailable,Benz supply,Normal,Fleet Owner,Bolt Driver,speciallist,25000,35000,Yes,10000,N/A,07/08/2025,YES,,,Y,Yes,,one time,Yes
2025-06-01,CUS861,Tunde Bayo,08044809624,Mercedes-Benz C300,LAG307CD,Suspension Work,Oill Change,"Oil filter, Brake pads",Uche,31065,CASH,No,,1.6,Customer waited,Completed,main bay,Word of Mouth,60,Available,Ladipo Market,Booking,Returning,Bolt Driver,Specialist,twenty thousand,30000,No,0,Promo10,2025-12-30,no,,,,No,Towing needed,,
2025-04-04,CUS862,Ngozi Nwachukwu,08064867187,Honda Accord,LAG771GH,Suspension Work,,Battery,Tijani,109330,POS,No,5.0,1.6,,In progress,Main Bay,Mechanic Referral,45mins,Available,ladipo mkt,Booking,first timer,,speciallist,25000,40000,no,5000,,16/09/2025,Yes,,,N,no,,gold,No
2025-06-02,CUS863,Aisha Bello,08069153839,Mercedes-Benz GLE,LAG485EF,Oil Change,Oill Change,None,Tijani,25760,Transfer,No,2.0,5.0,Urgent service,Completed,Under tree,Word of Mouth,60,Available,Benz supply,Booking,First Time,,speciallist,15000,40000,Yes,10000,Promo10,2025-10-16,Yes,Needs tire alignment,Prefers morning,,Yes,No,Gold Maintenance Plan,yes
03-13-2025,CUS864,Tunde Bayo,08094132688,Mercedes-Benz GLE,LAG195CD,Suspension Work,oilchng,Shock absorbers,,69151,Transfer,No,1.0,1.1,Customer waited,Pending,Under tree,Instagram,60,Ordered,ladipo mkt,Emergency,First Time,Bolt Driver,speciallist,,35000,YES,5000,NONE,2025-07-24,no,Needs tire alignment,,Yes,No,,one time,Yes
03-11-2025,CUS865,Aisha Bello,08093808429,Lexus RX 350,LAG674EF,Oil Change,Oil chang,"Oil filter, Brake pads",,56668,Transfer,Yes,,5.8,,Completed,Main Bay,Mechanic Referral,30,Available,Ladipo Market,normal,Uber Driver,Logistics Co,Specialist,25000,30000,YES,0,NONE,03/11/2025,Yes,Needs tire alignment,no complain,Y,YES,Yes,One-time,Yes
05-02-2025,CUS866,Tunde Bayo,08024655964,Honda Accord,LAG391GH,Suspension Work,engine knoking,Shock absorbers,,78412,pos,Yes,5.0,5.3,,In progress,,Road Sign,15,availaible,ladipo mkt,Normal,Fleet Owner,Bolt Driver,Senior,25000,20000,YES,0,LOYALTY10,,no,,no complain,Yes,No,Yes,one time,No
05-05-2025,CUS867,Tunde Bayo,08095420677,Toyota Corolla,KAN618CD,Brake Service,Suspensn Noise,Shock absorbers,Uche,77258,CASH,No,5.0,2.9,,In progress,main bay,Road Sign,,orderd,Customer Brought,normal,Uber Driver,Logistics Co,Senior,25000,30k,,5k,NONE,,YES,Shock absorber weakening,,N,YES,No,Gold Maintenance Plan,yes
2025-03-13,CUS868,Tunde Bayo,08032297072,Honda Accord,LAG117EF,Engine Repair,,Timing belt,Musa,106658,POS,Yes,,4.8,Recommended further checks,Pending,Main Bay,Mechanik Referal,30,Available,ladipo mkt,normal,Returning,Govt Convoy,Specialist,40000,40000,YES,5000,Promo10,2025-07-14,,,Prefers morning,N,No,No,gold,No
06/03/2025,CUS869,Aisha Bello,08020711890,Mercedes-Benz GLE,KAN503EF,Suspension Work,Enjin Knockin,"Oil filter, Brake pads",Tijani,40557,pos,Yes,2.0,4.1,Changed all filters,Completed,VIP section,Mechanic Referral,45,Available,Benz supply,Emergency,Fleet Owner,Bolt Driver,Senior,40000,,Yes,5k,NONE,12/12/2025,YES,,,Yes,YES,,,No
2025-03-01,CUS870,John Doe,08049342650,Lexus RX 350,KAN831CD,Brake Service,suspension noiz,None,Tijani,84853,pos,Yes,3.0,5.1,Changed all filters,Completed,,Instagram,,Unavailable,Benz supply,Normal,First Time,Logistics Co,speciallist,twenty thousand,40000,YES,,NONE,10/09/2025,no,Shock absorber weakening,,No,YES,Yes,,No
14/01/2025,CUS871,Tunde Bayo,08021503407,Mercedes-Benz GLE,LAG329GH,Oil Change,Suspensn Noise,Timing belt,Uche,67718,Cash,No,2.0,1.7,Recommended further checks,Pending,VIP Section,Mechanic Referral,60,orderd,Benz supply,Emergncy,Uber Driver,,Senior ,40000,,YES,0,Promo10,2025-09-20,,Needs tire alignment,,,YES,Towing needed,Gold Maintenance Plan,No
04-08-2025,CUS872,Aisha Bello,08060697866,Toyota Corolla,ABJ506CD,Engine Repair,Oill Change,Timing belt,,76433,CASH,Yes,4.0,3.5,Recommended further checks,In progress,,Instagram,45mins,Available,Customer Brought,normal,Fleet Owner,,Specialist,40000,30000,No,5k,,,no,,no complain,Yes,no,,one time,yes
03-19-2025,CUS873,John Doe,08026734478,Honda Accord,LAG478EF,Engine Repair,brake failur,None,Musa,58994,Cash,No,,5.7,Urgent service,In progress,main bay,Mechanic Referral,45mins,Unavailable,Benz supply,normal,Fleet Owner,Private,Specialist,40000,20000,no,0,N/A,08/09/2025,,,,N,Yes,Towing needed,One-time,No
01-20-2025,CUS874,Aisha Bello,08047146394,Toyota Corolla,KAN211GH,Brake Service,Oil chang,Timing belt,Musa,67365,transfer,Yes,5.0,4.7,Urgent service,Completed,VIP Section,Instagram,15,Available,ladipo mkt,Booking,Fleet Owner,,Specialist,15000,30k,YES,10000,LOYALTY10,08/08/2025,,,,Yes,,,Gold Maintenance Plan,yes
2025-05-14,CUS875,Emeka Okafor,08018625158,Toyota Corolla,LAG440CD,Brake Service,engine knoking,Air filter,Isaac Bobo,11511,POS,Yes,,3.9,Recommended further checks,Completed,main bay,Road Sign,45mins,availaible,Customer Brought,Booking,Uber Driver,,,15000,40000,YES,,Promo10,2025-11-29,no,Needs tire alignment,no complain,,No,No,gold,followed up
05-06-2025,CUS876,Tunde Bayo,08055922853,Mercedes-Benz C300,KAN185CD,Brake Service,,Shock absorbers,Uche,80660,transfer,Yes,1.0,3.7,Changed all filters,Pending,,Mechanik Referal,30,Available,Benz supply,Normal,first timer,Logistics Co,speciallist,25000,35000,YES,5000,LOYALTY10,2025-12-10,No,,no complain,,No,Towing needed,gold,
03-29-2025,CUS877,Aisha Bello,08013981790,Toyota Corolla,KAN273CD,Oil Change,Suspensn Noise,Battery,,32619,transfer,No,5.0,4.9,Urgent service,Pending,Under tree,Mechanik Referal,,availaible,Benz supply,Emergency,Returning,Private,Specialist,,20000,Yes,5k,NONE,2025-08-05,Yes,,Always late,Yes,no,Towing needed,,yes
05/01/2025,CUS878,Tunde Bayo,08088604129,Lexus RX 350,LAG707CD,Brake Service,Brake Falure,Battery,,18089,POS,Yes,4.0,4.6,Urgent service,Pending,VIP Section,Word of Mouth,60,Unavailable,ladipo mkt,Emergncy,Fleet Owner,Private,Senior,twenty thousand,20000,no,10000,,25/11/2025,No,,,N,No,Towing needed,Gold Maintenance Plan,
09/04/2025,CUS879,Emeka Okafor,08041511655,Toyota Corolla,ABJ244EF,Suspension Work,Oill Change,Air filter,Musa,116413,POS,Yes,3.0,4.7,Customer waited,Completed,VIP section,whatsapp,60,Unavailable,Benz supply,Booking,First Time,,,twenty thousand,,,,Promo10,2025-09-09,YES,,no complain,Y,Yes,Towing needed,gold,No
2025-04-07,CUS880,Aisha Bello,08074142265,Toyota Corolla,KAN958EF,Suspension Work,,Shock absorbers,Musa,13367,Transfer,Yes,,4.1,,Pending,main bay,whatsapp,15,Ordered,Benz supply,Emergency,First Time,,,15000,40000,,0,Promo10,,Yes,,Prefers morning,N,No,Yes,Gold Maintenance Plan,yes
05-23-2025,CUS881,John Doe,08075121683,Mercedes-Benz C300,KAN840GH,Brake Service,,Air filter,,44013,Cash,Yes,,2.9,Customer waited,In progress,VIP Section,Mechanic Referral,45mins,Ordered,Ladipo Market,normal,Returning,,Senior ,30000,40000,,0,N/A,,no,,Prefers morning,N,,,Gold Maintenance Plan,No
12/02/2025,CUS882,Tunde Bayo,08023530374,Mercedes-Benz C300,ABJ160EF,Battery Replacement,oilchng,Battery,Musa,80791,pos,No,,3.7,Customer waited,In progress,VIP Section,Mechanik Referal,30,orderd,Customer Brought,Emergency,First Time,,,30000,30000,YES,5k,,,,Shock absorber weakening,Always late,N,YES,,gold,No
21/03/2025,CUS883,Tunde Bayo,08011275951,Mercedes-Benz GLE,LAG521EF,Battery Replacement,Enjin Knockin,Timing belt,Uche,16137,POS,Yes,1.0,4.7,Recommended further checks,Pending,VIP section,whatsapp,15,Available,Direct from Benz,Emergency,Fleet Owner,Bolt Driver,,,20000,No,10000,N/A,16/11/2025,Yes,Needs tire alignment,,,Yes,Yes,,
05-06-2025,CUS884,Emeka Okafor,08018194860,Mercedes-Benz GLE,KAN445CD,Engine Repair,brake faliure,Air filter,Uche,64891,transfer,Yes,4.0,2.5,Changed all filters,Completed,main bay,Word of Mouth,30,orderd,Direct from Benz,Emergncy,First Time,Logistics Co,speciallist,40000,35000,No,,Promo10,2025-12-16,YES,,Prefers morning,N,YES,Yes,Gold Maintenance Plan,
19/05/2025,CUS885,Tunde Bayo,08045712753,Toyota Corolla,ABJ429GH,Engine Repair,Engin Knok,Shock absorbers,Tijani,72168,POS,Yes,4.0,5.9,Changed all filters,Completed,,Word of Mouth,45mins,Ordered,Ladipo Market,Emergency,First Time,Govt Convoy,Senior ,,35000,,10000,,2025-12-20,YES,,,Y,YES,Towing needed,one time,yes
02-10-2025,CUS886,Ngozi Nwachukwu,08010969945,Mercedes-Benz GLE,KAN713EF,Battery Replacement,oilchng,Timing belt,Tijani,51969,POS,No,4.0,5.8,Urgent service,Pending,VIP section,Mechanik Referal,60,Available,ladipo mkt,Emergncy,Returning,Private,speciallist,30000,30k,,10000,NONE,2025-10-02,,,no complain,N,Yes,No,One-time,Yes
11/04/2025,CUS887,John Doe,08099298044,Lexus RX 350,ABJ374GH,Battery Replacement,Oil chang,"Oil filter, Brake pads",Musa,72033,CASH,No,4.0,5.7,Recommended further checks,Pending,Main Bay,Instagram,45mins,Ordered,Ladipo Market,Emergncy,first timer,Govt Convoy,Apprentice,twenty thousand,35000,no,,LOYALTY10,23/08/2025,Yes,Shock absorber weakening,Always late,No,Yes,Towing needed,gold,yes
06-07-2025,CUS888,Ngozi Nwachukwu,08088174504,Lexus RX 350,ABJ873GH,Suspension Work,oilchng,Battery,Uche,97370,Cash,No,1.0,5.3,,In progress,Under tree,whatsapp,45mins,Ordered,Ladipo Market,normal,Returning,Private,Apprentice,twenty thousand,40000,,10000,N/A,2025-07-10,No,Shock absorber weakening,no complain,Yes,,Towing needed,one time,No
2025-04-01,CUS889,John Doe,08015618266,Lexus RX 350,LAG658EF,Brake Service,oilchng,None,,22281,POS,No,,3.7,Customer waited,In progress,VIP section,Instagram,,Unavailable,Customer Brought,Emergency,Returning,,Apprentice,30000,35000,Yes,,N/A,2025-08-17,,Shock absorber weakening,,N,YES,,,yes
2025-01-08,CUS890,Emeka Okafor,08022997893,Mercedes-Benz C300,LAG767CD,Oil Change,brake faliure,Air filter,Uche,118633,CASH,No,1.0,3.4,Changed all filters,In progress,Main Bay,Mechanic Referral,45,orderd,Benz supply,Emergency,First Time,Bolt Driver,Specialist,25000,35000,Yes,10000,N/A,,,,,Yes,YES,,gold,No
